id,gender,birthday,region,last_visited
749,Ж,2006-12-13 05:57:27,Город Москва,2023-10-09 01:09:05.466400
750,М,2006-12-18 21:45:13,Город Санкт-Петербург,2023-10-07 21:38:25.466403
751,Ж,2009-10-28 19:31:37,Город Москва,2023-09-19 23:57:23.466405
752,Ж,2007-02-14 08:52:43,Город Москва,2023-10-14 20:06:38.466408
753,Ж,2009-02-04 23:36:43,Город Москва,2023-09-23 01:38:07.466410
754,Ж,2008-11-14 01:00:13,Город Санкт-Петербург,2023-10-08 15:26:43.466412
755,М,2007-03-11 18:31:43,Город Москва,2023-09-23 10:41:18.466414
756,Ж,2007-06-11 17:21:15,Город Санкт-Петербург,2023-09-28 00:26:55.466417
757,Ж,2010-04-08 19:33:56,Город Москва,2023-10-13 00:30:57.466419
758,Ж,2009-03-08 06:26:07,Город Санкт-Петербург,2023-10-03 19:30:15.466421
759,Ж,2008-09-24 19:30:45,Город Москва,2023-10-14 03:16:05.466424
760,М,2010-02-05 14:51:37,Краснодарский край,2023-10-13 05:51:46.466426
761,Ж,2008-03-15 13:40:25,Город Санкт-Петербург,2023-10-02 00:01:07.466428
762,М,2009-06-16 12:04:38,Город Санкт-Петербург,2023-10-16 08:58:00.466431
763,Ж,2007-03-27 13:45:14,Город Москва,2023-10-15 18:44:57.466433
764,Ж,2008-06-03 04:43:24,Город Москва,2023-09-30 19:12:53.466436
765,Ж,2007-02-03 22:21:29,Город Москва,2023-09-23 00:26:14.466438
766,М,2008-09-03 15:59:46,Краснодарский край,2023-10-11 20:59:17.466440
767,Ж,2010-06-23 22:03:49,Город Москва,2023-10-10 17:55:56.466443
768,Ж,2007-05-19 13:03:28,Краснодарский край,2023-10-14 09:32:31.466445
769,Ж,2008-06-29 14:51:13,Город Москва,2023-09-30 05:01:01.466447
770,Ж,2009-02-25 20:22:02,Город Санкт-Петербург,2023-10-01 21:27:48.466450
771,М,2009-02-13 18:31:08,Город Москва,2023-09-25 03:15:06.466452
772,Ж,2007-01-31 20:12:02,Город Москва,2023-10-11 06:22:38.466454
773,Ж,2007-08-25 09:53:28,Город Санкт-Петербург,2023-10-02 07:18:44.466457
774,М,2006-10-27 14:01:10,Город Москва,2023-10-05 02:30:47.466459
775,Ж,2008-09-19 00:37:53,Краснодарский край,2023-10-08 04:08:49.466461
776,М,2007-05-15 13:11:44,Город Санкт-Петербург,2023-10-09 07:32:05.466464
777,Ж,2009-07-07 06:21:04,Город Санкт-Петербург,2023-09-27 00:34:48.466466
778,Ж,2010-03-30 07:16:29,Новосибирская область,2023-10-17 06:43:19.466469
779,М,2008-03-18 19:23:24,Новосибирская область,2023-09-30 02:07:57.466471
780,Ж,2008-12-30 05:13:58,Город Санкт-Петербург,2023-09-27 09:09:38.466473
781,Ж,2010-06-28 10:58:08,Город Москва,2023-09-24 15:17:14.466476
782,Ж,2008-03-10 09:14:56,Город Москва,2023-10-17 07:07:07.466478
783,Ж,2007-02-15 00:06:03,Город Москва,2023-09-29 20:08:11.466481
784,Ж,2009-05-04 05:42:46,Город Москва,2023-09-23 00:08:47.466483
785,Ж,2009-01-13 17:06:48,Город Санкт-Петербург,2023-10-06 06:41:55.466485
786,Ж,2010-07-18 12:12:33,Новосибирская область,2023-10-14 17:13:13.466488
787,Ж,2008-02-18 16:14:47,Краснодарский край,2023-09-25 23:02:52.466490
788,М,2010-09-30 11:44:34,Город Москва,2023-10-07 16:20:28.466492
789,М,2007-10-30 17:18:19,Город Санкт-Петербург,2023-09-26 17:07:50.466495
790,Ж,2010-07-27 03:01:26,Город Москва,2023-10-01 02:41:09.466497
791,Ж,2009-04-01 04:48:59,Нижегородская область,2023-10-11 06:27:47.466500
792,М,2006-12-23 20:10:34,Краснодарский край,2023-10-06 05:37:05.466502
793,Ж,2007-11-25 23:50:31,Город Москва,2023-10-10 16:08:31.466504
794,Ж,2007-02-19 04:53:27,Город Санкт-Петербург,2023-09-22 05:18:23.466507
795,М,2007-11-21 19:40:01,Город Москва,2023-10-14 12:17:41.466509
796,Ж,2010-08-25 14:28:30,Город Санкт-Петербург,2023-10-17 10:02:20.466511
797,Ж,2008-10-07 04:06:56,Город Москва,2023-10-05 14:13:26.466514
798,Ж,2010-10-20 14:57:28,Город Санкт-Петербург,2023-10-08 13:11:42.466516
799,М,2008-01-01 19:53:45,Город Москва,2023-09-21 06:50:38.466518
800,Ж,2010-07-13 10:44:31,Краснодарский край,2023-09-21 17:34:13.466521
801,М,2010-06-02 23:32:27,Краснодарский край,2023-09-24 21:56:25.466523
802,Ж,2009-12-27 11:24:43,Город Москва,2023-09-27 12:34:08.466526
803,Ж,2009-11-12 07:47:06,Нижегородская область,2023-10-06 00:46:44.466528
804,Ж,2008-07-31 10:48:51,Город Москва,2023-10-08 02:45:41.466530
805,М,2008-01-28 18:22:55,Город Москва,2023-10-02 17:56:02.466533
806,Ж,2008-01-26 21:15:32,Город Москва,2023-10-04 10:29:45.466535
807,Ж,2007-03-20 21:49:16,Город Москва,2023-10-16 18:10:00.466538
808,Ж,2010-07-18 17:17:57,Город Санкт-Петербург,2023-10-03 19:27:03.466540
809,М,2008-07-29 06:51:58,Город Москва,2023-09-28 19:45:45.466542
810,Ж,2007-10-31 00:22:02,Город Москва,2023-10-01 19:07:37.466545
811,Ж,2007-11-05 10:21:15,Город Москва,2023-09-28 14:26:15.466547
812,Ж,2010-02-15 10:37:25,Город Санкт-Петербург,2023-10-05 13:04:10.466550
813,М,2007-12-10 07:38:37,Город Москва,2023-09-20 22:38:52.466552
814,М,2007-06-28 21:08:36,Город Санкт-Петербург,2023-10-10 15:27:16.466555
815,М,2009-05-31 03:12:39,Город Москва,2023-10-01 12:06:56.466557
816,Ж,2006-12-14 05:50:54,Город Москва,2023-09-26 04:17:07.466560
817,Ж,2009-01-04 03:11:28,Город Москва,2023-10-09 13:19:51.466562
818,М,2010-08-15 19:06:30,Город Москва,2023-10-10 15:54:09.466564
819,М,2009-05-02 02:59:38,Новосибирская область,2023-10-03 03:01:51.466567
820,Ж,2007-05-17 09:13:13,Краснодарский край,2023-10-01 09:17:09.466569
821,Ж,2008-05-21 14:33:07,Город Москва,2023-10-13 06:53:08.466571
822,Ж,2009-06-24 03:00:48,Город Москва,2023-09-18 16:38:55.466574
823,Ж,2008-06-10 23:27:16,Город Санкт-Петербург,2023-09-19 16:15:04.466576
824,Ж,2009-03-22 18:02:55,Город Москва,2023-09-28 04:47:46.466579
825,Ж,2007-01-20 02:10:13,Город Москва,2023-10-05 07:49:33.466581
826,М,2007-05-31 08:41:30,Новосибирская область,2023-09-29 12:45:31.466583
827,М,2007-05-11 11:09:59,Нижегородская область,2023-09-28 04:52:56.466586
828,Ж,2007-11-17 11:27:52,Город Санкт-Петербург,2023-10-03 04:32:20.466588
829,Ж,2008-11-07 09:36:30,Город Санкт-Петербург,2023-10-12 07:06:18.466591
830,М,2009-06-08 14:21:06,Город Москва,2023-10-05 03:00:05.466593
831,Ж,2010-03-09 08:36:03,Нижегородская область,2023-09-21 03:44:50.466596
832,М,2008-12-05 07:07:46,Город Москва,2023-09-30 19:12:28.466598
833,М,2007-07-10 09:58:07,Город Москва,2023-10-11 10:25:11.466601
834,Ж,2010-06-24 17:34:10,Нижегородская область,2023-10-11 03:14:20.466603
835,Ж,2008-10-08 18:54:24,Новосибирская область,2023-10-03 18:09:40.466605
836,Ж,2010-07-13 09:45:25,Краснодарский край,2023-09-22 01:15:14.466608
837,М,2010-08-01 19:19:05,Город Москва,2023-10-13 22:36:06.466610
838,Ж,2010-01-18 12:36:02,Город Москва,2023-10-15 19:25:02.466612
839,Ж,2009-12-11 00:17:21,Краснодарский край,2023-09-27 16:58:01.466615
840,Ж,2010-04-29 05:10:03,Город Санкт-Петербург,2023-09-21 04:18:46.466617
841,М,2009-06-08 06:49:59,Новосибирская область,2023-09-21 00:37:46.466620
842,Ж,2007-11-07 13:58:44,Город Санкт-Петербург,2023-10-01 22:14:10.466622
843,Ж,2009-05-20 14:06:14,Город Москва,2023-09-19 18:04:14.466624
844,Ж,2009-05-16 00:53:45,Город Санкт-Петербург,2023-10-14 04:20:30.466627
845,Ж,2007-09-03 17:43:50,Город Москва,2023-09-20 12:29:07.466629
846,Ж,2007-03-15 21:30:05,Город Москва,2023-10-17 21:45:33.466631
847,М,2007-11-30 06:11:52,Город Москва,2023-09-27 22:37:21.466634
848,Ж,2008-02-15 15:51:47,Нижегородская область,2023-09-18 13:17:22.466637
849,Ж,2010-02-18 10:20:22,Город Москва,2023-09-19 15:04:32.466639
850,Ж,2007-12-06 18:37:54,Город Москва,2023-10-16 07:14:31.466642
851,Ж,2009-06-23 05:17:50,Город Москва,2023-09-19 18:18:15.466644
852,Ж,2008-03-23 22:54:21,Город Санкт-Петербург,2023-10-09 11:14:15.466646
853,Ж,2007-11-22 20:55:44,Город Москва,2023-09-25 01:58:26.466649
854,Ж,2008-05-29 06:57:22,Новосибирская область,2023-10-08 23:20:40.466651
855,Ж,2010-09-29 19:51:11,Нижегородская область,2023-10-03 12:03:58.466653
856,Ж,2008-02-20 02:33:30,Город Москва,2023-09-29 08:24:55.466656
857,М,2008-05-14 15:49:29,Город Санкт-Петербург,2023-09-19 13:22:47.466658
858,Ж,2008-09-25 19:18:03,Краснодарский край,2023-09-28 07:10:48.466661
859,М,2008-10-28 06:14:39,Краснодарский край,2023-10-04 05:01:58.466663
860,М,2007-01-17 05:31:11,Краснодарский край,2023-09-29 13:48:16.466665
861,М,2007-03-14 17:27:48,Нижегородская область,2023-10-12 08:32:58.466668
862,Ж,2009-06-29 19:56:51,Город Москва,2023-10-05 20:49:33.466670
863,Ж,2007-07-08 07:35:35,Город Москва,2023-09-23 15:44:45.466673
864,Ж,2009-01-12 06:57:34,Город Санкт-Петербург,2023-10-08 00:32:46.466675
865,Ж,2009-06-07 05:18:58,Город Москва,2023-09-28 07:49:49.466677
866,Ж,2008-05-23 14:46:47,Новосибирская область,2023-10-04 21:00:19.466680
867,Ж,2009-10-29 13:40:52,Краснодарский край,2023-09-22 05:06:04.466682
868,Ж,2006-12-22 19:19:26,Город Москва,2023-10-10 14:47:03.466685
869,Ж,2007-07-11 23:01:43,Город Москва,2023-10-01 20:07:21.466687
870,М,2008-08-03 22:45:34,Краснодарский край,2023-10-12 02:13:13.466690
871,М,2007-01-22 05:14:57,Краснодарский край,2023-09-22 22:04:30.466692
872,Ж,2007-02-20 17:22:30,Город Москва,2023-09-20 14:14:44.466694
873,М,2010-05-02 12:40:57,Нижегородская область,2023-10-13 09:55:54.466697
874,М,2007-01-10 18:39:35,Город Санкт-Петербург,2023-10-11 22:19:53.466699
875,М,2007-12-07 12:33:20,Город Москва,2023-09-23 07:12:44.466702
876,М,2008-10-15 21:13:07,Краснодарский край,2023-09-21 10:05:10.466704
877,М,2009-12-03 17:25:03,Город Москва,2023-09-23 03:09:40.466706
878,М,2009-08-26 14:49:16,Нижегородская область,2023-09-21 02:23:56.466709
879,М,2007-05-30 18:06:42,Город Санкт-Петербург,2023-10-08 20:54:19.466711
880,Ж,2008-11-07 12:49:36,Новосибирская область,2023-09-26 15:47:18.466713
881,М,2007-05-01 05:19:56,Краснодарский край,2023-09-28 00:09:48.466716
882,Ж,2010-01-14 11:11:53,Город Санкт-Петербург,2023-09-28 09:08:23.466718
883,М,2009-03-08 00:02:25,Город Санкт-Петербург,2023-10-15 21:40:21.466721
884,Ж,2008-03-25 21:35:26,Город Москва,2023-09-24 01:36:54.466723
885,Ж,2008-03-08 13:11:54,Город Москва,2023-09-25 06:17:57.466726
886,М,2009-11-16 17:45:22,Новосибирская область,2023-10-02 17:21:09.466728
887,М,2009-11-16 11:51:59,Нижегородская область,2023-09-25 23:39:12.466731
888,М,2007-04-21 23:26:24,Новосибирская область,2023-10-11 05:05:15.466733
889,Ж,2007-06-29 16:09:02,Новосибирская область,2023-10-04 14:58:59.466736
890,М,2009-07-27 21:52:13,Город Москва,2023-09-20 00:36:41.466738
891,Ж,2008-12-19 08:17:38,Город Москва,2023-10-02 05:25:20.466740
892,М,2009-12-23 02:53:09,Город Москва,2023-10-02 02:04:19.466743
893,М,2010-05-03 07:41:23,Город Москва,2023-09-25 03:02:49.466745
894,Ж,2007-04-29 13:40:34,Город Москва,2023-10-11 21:50:16.466748
895,М,2007-08-29 09:14:51,Город Москва,2023-10-17 08:51:04.466750
896,Ж,2007-04-19 05:15:09,Город Санкт-Петербург,2023-09-28 10:37:52.466752
897,М,2008-12-04 12:16:27,Город Санкт-Петербург,2023-10-08 08:35:09.466755
898,Ж,2008-02-10 22:25:14,Город Санкт-Петербург,2023-10-05 19:48:03.466757
899,Ж,2006-10-28 04:04:00,Город Москва,2023-09-21 15:17:20.466760
900,Ж,2010-05-03 05:46:03,Краснодарский край,2023-10-17 19:02:39.466762
901,М,2008-08-20 03:55:47,Город Москва,2023-10-11 00:25:17.466764
902,М,2008-04-19 08:34:40,Город Москва,2023-10-03 05:29:11.466767
903,М,2010-04-24 16:29:09,Краснодарский край,2023-10-10 00:03:32.466769
904,Ж,2009-11-21 15:33:24,Город Санкт-Петербург,2023-10-17 01:55:21.466771
905,М,2008-10-31 21:56:55,Город Санкт-Петербург,2023-10-05 17:00:33.466774
906,М,2008-07-24 04:41:19,Город Санкт-Петербург,2023-10-08 04:37:45.466776
907,М,2008-12-03 01:37:17,Новосибирская область,2023-09-19 10:31:53.466779
908,М,2009-06-20 21:34:18,Город Санкт-Петербург,2023-10-11 04:35:48.466781
909,Ж,2008-10-12 06:04:05,Краснодарский край,2023-09-24 07:07:39.466783
910,Ж,2007-06-11 16:27:07,Краснодарский край,2023-09-21 00:53:07.466786
911,Ж,2007-09-04 12:38:13,Краснодарский край,2023-10-05 21:58:10.466788
912,Ж,2009-11-30 19:44:10,Краснодарский край,2023-09-21 07:15:41.466790
913,Ж,2010-01-06 10:58:09,Город Москва,2023-10-03 14:30:37.466793
914,М,2008-09-18 12:05:29,Новосибирская область,2023-09-20 15:38:43.466795
915,Ж,2008-04-22 23:05:02,Краснодарский край,2023-10-09 17:56:20.466798
916,Ж,2009-03-09 05:55:25,Город Москва,2023-10-11 00:33:15.466800
917,Ж,2010-04-15 13:28:42,Город Москва,2023-09-27 01:57:44.466802
918,Ж,2006-12-26 00:32:32,Краснодарский край,2023-10-08 16:41:41.466805
919,Ж,2009-08-25 15:39:29,Город Москва,2023-09-23 06:01:04.466807
920,М,2007-09-02 16:47:01,Город Санкт-Петербург,2023-09-19 09:45:04.466810
921,Ж,2007-05-21 01:42:32,Краснодарский край,2023-10-17 15:36:43.466812
922,М,2010-03-26 00:32:51,Нижегородская область,2023-10-12 08:13:56.466814
923,Ж,2008-10-11 15:54:51,Новосибирская область,2023-09-22 00:34:49.466817
924,Ж,2006-11-23 03:11:40,Новосибирская область,2023-10-02 01:04:06.466819
925,М,2009-02-27 20:55:06,Город Москва,2023-10-14 16:05:47.466822
926,М,2009-11-06 20:23:55,Город Москва,2023-10-14 12:26:48.466824
927,Ж,2008-12-29 20:39:10,Город Москва,2023-10-03 19:58:30.466826
928,М,2010-08-29 11:47:39,Город Москва,2023-09-20 09:10:56.466828
929,М,2010-05-13 09:54:26,Город Москва,2023-09-26 10:58:58.466831
930,Ж,2008-02-27 03:12:46,Город Москва,2023-10-05 23:05:11.466833
931,М,2007-05-18 07:52:29,Нижегородская область,2023-09-29 23:49:34.466836
932,Ж,2007-05-16 15:34:07,Город Москва,2023-10-12 10:40:33.466838
933,Ж,2007-07-19 13:54:46,Город Санкт-Петербург,2023-10-06 12:48:03.466841
934,М,2009-04-21 21:09:32,Краснодарский край,2023-10-14 01:56:30.466843
935,М,2009-04-20 10:56:22,Город Москва,2023-09-22 00:25:18.466845
936,Ж,2010-05-15 02:56:53,Город Москва,2023-10-16 08:53:25.466847
937,М,2008-10-14 00:42:01,Город Санкт-Петербург,2023-10-05 04:44:05.466850
938,Ж,2007-06-13 10:49:33,Новосибирская область,2023-10-07 06:13:54.466852
939,М,2006-12-22 19:59:59,Город Санкт-Петербург,2023-10-05 15:02:02.466855
940,Ж,2008-05-28 04:45:22,Новосибирская область,2023-09-23 07:17:27.466857
941,М,2007-09-23 17:03:41,Город Санкт-Петербург,2023-09-19 22:14:25.466859
942,М,2008-11-12 16:30:06,Город Москва,2023-09-30 18:24:54.466862
943,Ж,2010-03-08 18:18:54,Новосибирская область,2023-09-24 07:27:11.466864
944,Ж,2009-03-06 17:02:40,Город Москва,2023-09-23 22:16:51.466867
945,Ж,2009-01-14 13:29:44,Город Москва,2023-09-19 07:40:58.466869
946,Ж,2008-03-13 19:38:30,Город Москва,2023-09-25 23:24:14.466872
947,Ж,2007-08-31 22:40:54,Город Москва,2023-10-01 08:27:37.466874
948,М,2009-09-15 14:24:43,Краснодарский край,2023-10-15 21:41:40.466877
949,Ж,2010-05-30 02:39:28,Нижегородская область,2023-10-09 14:53:42.466879
950,М,2009-08-01 20:10:02,Город Москва,2023-10-07 18:30:34.466881
951,М,2010-09-27 10:36:31,Город Москва,2023-09-20 01:23:13.466883
952,Ж,2008-03-28 05:35:54,Город Москва,2023-10-03 20:52:18.466886
953,М,2010-05-26 11:37:48,Краснодарский край,2023-09-30 12:36:00.466888
954,Ж,2009-10-16 19:17:00,Город Москва,2023-10-09 07:54:14.466891
955,М,2008-01-14 01:58:35,Краснодарский край,2023-10-14 00:22:02.466893
956,М,2007-09-26 03:38:23,Город Москва,2023-10-03 16:57:34.466895
957,Ж,2008-05-25 12:38:51,Город Санкт-Петербург,2023-10-05 04:53:22.466898
958,Ж,2009-01-30 00:28:56,Город Москва,2023-10-01 00:12:46.466900
959,Ж,2009-05-01 15:29:50,Краснодарский край,2023-10-10 17:28:01.466903
960,Ж,2009-04-16 18:59:03,Новосибирская область,2023-10-10 09:18:20.466905
961,М,2008-04-03 21:33:00,Новосибирская область,2023-10-06 01:45:32.466907
962,М,2008-04-26 00:29:11,Город Санкт-Петербург,2023-09-26 03:42:02.466910
963,Ж,2008-06-29 11:21:42,Нижегородская область,2023-10-04 12:01:48.466912
964,Ж,2010-07-03 13:10:35,Город Москва,2023-09-20 11:57:00.466914
965,Ж,2007-12-21 18:27:00,Город Москва,2023-10-07 19:42:13.466917
966,Ж,2010-06-10 01:27:35,Город Москва,2023-10-16 17:09:15.466919
967,М,2007-12-23 13:45:14,Город Москва,2023-10-15 15:26:17.466922
968,Ж,2010-02-01 07:56:20,Город Москва,2023-09-18 21:00:43.466924
969,Ж,2008-03-08 12:45:38,Город Москва,2023-10-14 03:38:17.466927
970,М,2009-01-31 14:08:19,Город Москва,2023-09-18 02:25:40.466929
971,М,2007-11-04 03:45:56,Краснодарский край,2023-10-08 03:55:05.466931
972,Ж,2006-12-28 11:41:18,Город Москва,2023-09-19 11:30:01.466934
973,М,2007-12-30 03:56:17,Нижегородская область,2023-09-23 12:28:19.466936
974,Ж,2010-07-26 16:47:37,Город Санкт-Петербург,2023-10-07 17:14:51.466938
975,М,2007-07-12 15:39:52,Город Москва,2023-10-10 00:35:34.466941
976,Ж,2008-02-01 21:20:54,Город Москва,2023-10-12 05:16:07.466943
977,Ж,2009-04-20 14:01:34,Город Москва,2023-09-28 09:04:19.466945
978,М,2010-03-04 22:24:35,Новосибирская область,2023-09-24 01:47:09.466948
979,Ж,2008-08-06 04:56:37,Город Москва,2023-10-16 02:33:38.466950
980,М,2009-10-10 08:09:04,Город Санкт-Петербург,2023-09-24 03:50:03.466953
981,Ж,2006-12-17 12:34:36,Город Москва,2023-09-27 07:18:37.466955
982,М,2007-09-04 01:13:36,Новосибирская область,2023-09-23 15:03:57.466957
983,Ж,2008-09-14 16:42:30,Новосибирская область,2023-09-24 11:25:41.466960
984,Ж,2006-11-16 23:41:35,Краснодарский край,2023-09-20 04:10:51.466963
985,Ж,2008-11-06 21:40:27,Город Москва,2023-10-16 00:31:33.466965
986,Ж,2009-09-30 06:12:50,Город Москва,2023-09-25 03:31:12.466967
987,Ж,2009-04-09 21:10:23,Город Санкт-Петербург,2023-09-21 16:58:38.466970
988,М,2009-05-30 01:11:05,Новосибирская область,2023-09-18 16:33:26.466972
989,М,2008-11-14 04:03:19,Город Москва,2023-10-17 13:39:01.466975
990,Ж,2006-11-13 07:43:07,Город Москва,2023-10-16 21:20:13.466977
991,Ж,2008-11-05 22:01:01,Город Москва,2023-09-23 20:52:52.466980
992,Ж,2007-10-02 04:45:41,Город Санкт-Петербург,2023-09-25 12:55:38.466982
993,Ж,2009-11-15 19:41:23,Город Москва,2023-10-09 05:19:11.466985
994,М,2009-10-18 11:54:17,Город Санкт-Петербург,2023-10-05 16:21:14.466987
995,Ж,2010-03-03 16:03:09,Нижегородская область,2023-10-05 06:01:49.466990
996,М,2009-10-23 06:33:42,Город Москва,2023-10-11 15:27:50.466992
997,М,2008-11-27 05:44:59,Город Москва,2023-10-16 12:01:08.466994
998,М,2008-12-16 14:50:57,Краснодарский край,2023-10-13 17:29:46.466996
999,Ж,2009-09-28 13:25:52,Краснодарский край,2023-09-23 15:38:04.466999
1000,Ж,2009-05-22 22:43:47,Город Москва,2023-09-26 11:43:36.467001
